epoch,1_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,2_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,3_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,4_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,5_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
64,2.000000,2.000000,2.000000,2577,8839,19740
65,2.000000,2.000000,2.000000,2608,9003,19990
66,2.000000,2.000000,2.000000,2639,9154,20210
67,2.000000,2.000000,2.000000,2671,9331,20440
68,2.000000,2.000000,2.000000,2687,9472,20658
69,2.000000,2.000000,2.000000,2718,9631,20922
70,2.000000,2.000000,2.000000,2753,9774,21211
71,2.000000,2.000000,2.000000,2784,9921,21521
72,2.000000,2.000000,2.000000,2810,10072,21841
73,2.000000,2.000000,2.000000,2843,10244,22138
74,2.000000,2.000000,2.000000,2868,10406,22373
75,2.000000,2.000000,2.000000,2892,10554,22613
76,2.000000,2.000000,2.000000,2924,10696,22856
77,2.000000,2.000000,2.000000,2955,10821,23106
78,2.000000,2.000000,2.000000,2971,10947,23371
79,2.000000,2.000000,2.000000,3009,11072,23615
80,2.000000,2.000000,2.000000,3026,11194,23873
81,2.000000,2.000000,2.000000,3058,11355,24122
82,2.000000,2.000000,2.000000,3093,11503,24373
83,2.000000,2.000000,2.000000,3110,11648,24782
84,2.000000,2.000000,2.000000,3148,11818,25056
85,2.000000,2.000000,2.000000,3176,12011,25305
86,2.000000,2.000000,2.000000,3191,12151,25571
87,2.000000,2.000000,2.000000,3223,12289,25806
88,2.000000,2.000000,2.000000,3258,12440,26041
89,2.000000,2.000000,2.000000,3291,12559,26388
90,2.000000,2.000000,2.000000,3325,12688,26657
91,2.000000,2.000000,2.000000,3369,12806,26922
92,2.000000,2.000000,2.000000,3393,12942,27157
93,2.000000,2.000000,2.000000,3431,13072,27407
94,2.000000,2.000000,2.000000,3459,13191,27655
95,2.000000,2.000000,2.000000,3490,13308,27905
96,2.000000,2.000000,2.000000,3523,13447,28139
97,2.000000,2.000000,2.000000,3557,13572,28389
98,2.000000,2.000000,2.000000,3577,13705,28640
99,2.000000,2.000000,2.000000,3607,13825,28889
100,2.000000,2.000000,2.000000,3638,13958,29140

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,0.144677,0.549416,0.049853,48,120,221
2,0.008668,0.061767,0.001862,78,230,466
3,0.005170,0.033199,0.000998,126,356,701
4,0.003722,0.022787,0.000610,160,466,1032
5,0.002911,0.017323,0.000388,204,587,1317
6,0.002388,0.013943,0.000250,246,702,1598
7,0.002023,0.011646,0.000161,300,820,1867
8,0.001754,0.009987,0.000104,352,937,2168
9,0.001547,0.008734,0.000066,396,1070,2449
10,0.001384,0.007756,0.000042,427,1187,2717
11,0.001251,0.006971,0.000027,481,1321,2967
12,0.001142,0.006328,0.000017,513,1450,3236
13,0.001050,0.005793,0.000010,545,1575,3517
14,0.000972,0.005339,0.000006,597,1702,3784
15,0.000904,0.004951,0.000004,629,1820,4066
16,0.000846,0.004614,0.000002,662,1952,4350
17,0.000794,0.004320,0.000002,694,2073,4649
18,0.000748,0.004061,0.000001,741,2202,4948
19,0.000708,0.003831,0.000001,773,2320,5233
20,0.000671,0.003625,0.000000,804,2437,5518
21,0.000638,0.003440,0.000000,851,2589,5808
22,0.000608,0.003272,0.000000,883,2714,6166
23,0.000581,0.003120,0.000000,913,2841,6482
24,0.000556,0.002982,0.000000,944,2952,6811
25,0.000533,0.002855,0.000000,960,3086,7163
26,0.000512,0.002738,0.000000,991,3220,7497
27,0.000493,0.002631,0.000000,1023,3373,7782
28,0.000475,0.002531,0.000000,1054,3520,8068
29,0.000458,0.002439,0.000000,1086,3670,8353
30,0.000442,0.002353,0.000000,1122,3809,8632
31,0.000428,0.002273,0.000000,1182,3937,8899
32,0.000414,0.002198,0.000000,1215,4066,9183
33,0.000401,0.002128,0.000000,1261,4177,9469
34,0.000389,0.002062,0.000000,1308,4303,9734
35,0.000378,0.002000,0.000000,1347,4420,10014
36,0.000367,0.001942,0.000000,1385,4555,10268
37,0.000357,0.001887,0.000000,1430,4687,10534
38,0.000348,0.001835,0.000000,1478,4820,10836
39,0.000339,0.001786,0.000000,1525,4937,11166
40,0.000330,0.001739,0.000000,1557,5068,11434
41,0.000322,0.001695,0.000000,1600,5187,11715
42,0.000314,0.001652,0.000000,1646,5315,11984
43,0.000307,0.001612,0.000000,1682,5425,12266
44,0.000299,0.001574,0.000000,1718,5551,12534
45,0.000293,0.001538,0.000000,1746,5670,12800
46,0.000286,0.001503,0.000000,1793,5803,13051
47,0.000280,0.001470,0.000000,1826,5936,13300
48,0.000274,0.001438,0.000000,1873,6056,13568
49,0.000268,0.001407,0.000000,1920,6185,13852
50,0.000263,0.001378,0.000000,1968,6303,14132
51,0.000258,0.001350,0.000000,2016,6440,14421
52,0.000253,0.001323,0.000000,2058,6557,14684
53,0.000248,0.001297,0.000000,2098,6675,14950
54,0.000243,0.001272,0.000000,2146,6804,15222
55,0.000239,0.001248,0.000000,2177,6920,15500
56,0.000235,0.001225,0.000000,2225,7053,15782
57,0.000230,0.001203,0.000000,2256,7187,16108
58,0.000226,0.001181,0.000000,2304,7304,16383
59,0.000222,0.001161,0.000000,2341,7424,16650
60,0.000219,0.001141,0.000000,2374,7552,16925
61,0.000215,0.001121,0.000000,2424,7670,17215
62,0.000212,0.001103,0.000000,2447,7804,17482
63,0.000208,0.001085,0.000000,2496,7924,17750
64,0.000205,0.001067,0.000000,2544,8035,18027
65,0.000202,0.001050,0.000000,2575,8153,18300
66,0.000199,0.001034,0.000000,2621,8286,18551
67,0.000196,0.001018,0.000000,2662,8423,18818
68,0.000193,0.001002,0.000000,2694,8586,19115
69,0.000190,0.000987,0.000000,2747,8720,19370
70,0.000187,0.000973,0.000000,2794,8865,19650
71,0.000184,0.000959,0.000000,2841,9005,19916
72,0.000182,0.000945,0.000000,2881,9148,20184
73,0.000179,0.000932,0.000000,2912,9273,20452
74,0.000177,0.000919,0.000000,2944,9406,20715
75,0.000175,0.000906,0.000000,2991,9520,21033
76,0.000172,0.000894,0.000000,3023,9636,21333
77,0.000170,0.000882,0.000000,3055,9770,21615
78,0.000168,0.000870,0.000000,3086,9887,21914
79,0.000166,0.000859,0.000000,3118,10003,22214
80,0.000164,0.000848,0.000000,3149,10120,22497
81,0.000162,0.000837,0.000000,3185,10237,22766
82,0.000160,0.000827,0.000000,3214,10349,23066
83,0.000158,0.000816,0.000000,3250,10444,23336
84,0.000156,0.000806,0.000000,3279,10569,23616
85,0.000154,0.000797,0.000000,3294,10674,23917
86,0.000152,0.000787,0.000000,3326,10785,24183
87,0.000150,0.000778,0.000000,3359,10908,24481
88,0.000149,0.000769,0.000000,3389,11023,24766
89,0.000147,0.000760,0.000000,3420,11133,25064
90,0.000145,0.000751,0.000000,3452,11258,25340
91,0.000144,0.000743,0.000000,3487,11394,25601
92,0.000142,0.000734,0.000000,3515,11509,25899
93,0.000141,0.000726,0.000000,3546,11613,26230
94,0.000139,0.000718,0.000000,3563,11738,26501
95,0.000138,0.000711,0.000000,3594,11839,26799
96,0.000136,0.000703,0.000000,3626,11953,27082
97,0.000135,0.000696,0.000000,3657,12069,27399
98,0.000133,0.000688,0.000000,3673,12170,27715
99,0.000132,0.000681,0.000000,3704,12287,27998
100,0.000131,0.000674,0.000000,3743,12403,28281

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,2.000000,2.000000,2.000000,43,269,280
2,2.000000,2.000000,2.000000,99,507,562
3,2.000000,2.000000,2.000000,157,712,845
4,2.000000,2.000000,2.000000,204,951,1131
5,2.000000,2.000000,2.000000,281,1205,1415
6,2.000000,2.000000,2.000000,371,1393,1732
7,2.000000,2.000000,2.000000,420,1558,2001
8,2.000000,2.000000,2.000000,470,1716,2282
9,2.000000,2.000000,2.000000,509,1859,2565
10,2.000000,2.000000,2.000000,560,2003,2832
11,2.000000,2.000000,2.000000,608,2144,3115
12,2.000000,2.000000,2.000000,658,2292,3382
13,2.000000,2.000000,2.000000,704,2428,3666
14,2.000000,2.000000,2.000000,752,2571,3933
15,2.000000,2.000000,2.000000,794,2727,4218
16,2.000000,2.000000,2.000000,842,2869,4520
17,2.000000,2.000000,2.000000,893,3010,4854
18,2.000000,2.000000,2.000000,941,3183,5234
19,2.000000,2.000000,2.000000,988,3341,5536
20,2.000000,2.000000,2.000000,1031,3500,5883
21,2.000000,2.000000,2.000000,1088,3673,6184
22,2.000000,2.000000,2.000000,1138,3848,6468
23,2.000000,2.000000,2.000000,1187,4006,6722
24,2.000000,2.000000,2.000000,1239,4148,6974
25,2.000000,2.000000,2.000000,1289,4305,7241
26,2.000000,2.000000,2.000000,1339,4448,7509
27,2.000000,2.000000,2.000000,1390,4594,7777
28,2.000000,2.000000,2.000000,1442,4761,8046
29,2.000000,2.000000,2.000000,1500,4951,8315
30,2.000000,2.000000,2.000000,1554,5109,8582
31,2.000000,2.000000,2.000000,1603,5300,8850
32,2.000000,2.000000,2.000000,1642,5458,9119
33,2.000000,2.000000,2.000000,1706,5649,9386
34,2.000000,2.000000,2.000000,1778,5806,9687
35,2.000000,2.000000,2.000000,1853,5947,10065
36,2.000000,2.000000,2.000000,1905,6096,10350
37,2.000000,2.000000,2.000000,1982,6279,10651
38,2.000000,2.000000,2.000000,2054,6437,10934
39,2.000000,2.000000,2.000000,2121,6596,11219
40,2.000000,2.000000,2.000000,2188,6755,11486
41,2.000000,2.000000,2.000000,2273,6913,11754
42,2.000000,2.000000,2.000000,2321,7056,12016
43,2.000000,2.000000,2.000000,2386,7197,12291
44,2.000000,2.000000,2.000000,2455,7337,12544
45,2.000000,2.000000,2.000000,2551,7480,12827
46,2.000000,2.000000,2.000000,2668,7638,13094
47,2.000000,2.000000,2.000000,2805,7780,13363
48,2.000000,2.000000,2.000000,2873,7921,13631
49,2.000000,2.000000,2.000000,2938,8064,13914
50,2.000000,2.000000,2.000000,3040,8205,14279
51,2.000000,2.000000,2.000000,3123,8346,14833
52,2.000000,2.000000,2.000000,3186,8489,15280
53,2.000000,2.000000,2.000000,3255,8630,15709
54,2.000000,2.000000,2.000000,3323,8772,16010
55,2.000000,2.000000,2.000000,3383,8914,16310
56,2.000000,2.000000,2.000000,3438,9056,16595
57,2.000000,2.000000,2.000000,3504,9201,16862
58,2.000000,2.000000,2.000000,3542,9371,17133
59,2.000000,2.000000,2.000000,3605,9513,17415
60,2.000000,2.000000,2.000000,3656,9669,17666
61,2.000000,2.000000,2.000000,3711,9828,17933
62,2.000000,2.000000,2.000000,3763,9971,18170
63,2.000000,2.000000,2.000000,3810,10113,18455
64,2.000000,2.000000,2.000000,3861,10257,18724
65,2.000000,2.000000,2.000000,3911,10414,18992
66,2.000000,2.000000,2.000000,3960,10618,19292
67,2.000000,2.000000,2.000000,4021,10854,19591
68,2.000000,2.000000,2.000000,4075,11060,19956
69,2.000000,2.000000,2.000000,4122,11283,20258
70,2.000000,2.000000,2.000000,4184,11486,20557
71,2.000000,2.000000,2.000000,4241,11691,20826
72,2.000000,2.000000,2.000000,4290,11943,21079
73,2.000000,2.000000,2.000000,4336,12132,21346
74,2.000000,2.000000,2.000000,4400,12338,21630
75,2.000000,2.000000,2.000000,4448,12513,21897
76,2.000000,2.000000,2.000000,4497,12706,22165
77,2.000000,2.000000,2.000000,4559,12878,22464
78,2.000000,2.000000,2.000000,4607,13051,22765
79,2.000000,2.000000,2.000000,4670,13208,23098
80,2.000000,2.000000,2.000000,4719,13366,23415
81,2.000000,2.000000,2.000000,4785,13508,23781
82,2.000000,2.000000,2.000000,4846,13665,24162
83,2.000000,2.000000,2.000000,4894,13807,24511
84,2.000000,2.000000,2.000000,4958,13964,24908
85,2.000000,2.000000,2.000000,5021,14107,25258
86,2.000000,2.000000,2.000000,5085,14249,25657
87,2.000000,2.000000,2.000000,5148,14391,26021
88,2.000000,2.000000,2.000000,5212,14535,26419
89,2.000000,2.000000,2.000000,5275,14675,27002
90,2.000000,2.000000,2.000000,5355,14817,27351
91,2.000000,2.000000,2.000000,5497,14959,27701
92,2.000000,2.000000,2.000000,5560,15109,28002
93,2.000000,2.000000,2.000000,5623,15243,28336
94,2.000000,2.000000,2.000000,5702,15409,28655
95,2.000000,2.000000,2.000000,5784,15559,28971
96,2.000000,2.000000,2.000000,5861,15709,29290
97,2.000000,2.000000,2.000000,5940,15859,29636
98,2.000000,2.000000,2.000000,6020,16018,30050
99,2.000000,2.000000,2.000000,6085,16210,30385
100,2.000000,2.000000,2.000000,6256,16388,30765

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,0.144677,0.549416,0.049853,46,165,307
2,0.008668,0.061767,0.001862,109,340,656
3,0.005170,0.033199,0.000998,172,515,939
4,0.003722,0.022787,0.000610,235,690,1303
5,0.002911,0.017323,0.000388,314,849,1636
6,0.002388,0.013943,0.000250,362,1002,1919
7,0.002023,0.011646,0.000161,425,1152,2205
8,0.001754,0.009987,0.000104,473,1323,2487
9,0.001547,0.008734,0.000066,538,1465,2785
10,0.001384,0.007756,0.000042,601,1624,3167
11,0.001251,0.006971,0.000027,647,1749,3643
12,0.001142,0.006328,0.000017,701,1891,3992
13,0.001050,0.005793,0.000010,742,2017,4596
14,0.000972,0.005339,0.000006,806,2145,5213
15,0.000904,0.004951,0.000004,853,2286,5972
16,0.000846,0.004614,0.000002,902,2412,6447
17,0.000794,0.004320,0.000002,948,2553,6908
18,0.000748,0.004061,0.000001,1002,2680,7728
19,0.000708,0.003831,0.000001,1045,2806,8582
20,0.000671,0.003625,0.000000,1091,2932,9109
21,0.000638,0.003440,0.000000,1140,3042,9873
22,0.000608,0.003272,0.000000,1186,3169,10507
23,0.000581,0.003120,0.000000,1233,3295,10955
24,0.000556,0.002982,0.000000,1265,3453,11326
25,0.000533,0.002855,0.000000,1331,3613,11807
26,0.000512,0.002738,0.000000,1376,3756,12267
27,0.000493,0.002631,0.000000,1424,3883,12677
28,0.000475,0.002531,0.000000,1472,4026,13052
29,0.000458,0.002439,0.000000,1534,4152,13411
30,0.000442,0.002353,0.000000,1581,4294,13739
31,0.000428,0.002273,0.000000,1629,4454,14020
32,0.000414,0.002198,0.000000,1680,4629,14336
33,0.000401,0.002128,0.000000,1725,4772,14645
34,0.000389,0.002062,0.000000,1773,4963,14974
35,0.000378,0.002000,0.000000,1821,5138,15263
36,0.000367,0.001942,0.000000,1869,5281,15550
37,0.000357,0.001887,0.000000,1916,5423,15838
38,0.000348,0.001835,0.000000,1964,5566,16162
39,0.000339,0.001786,0.000000,2012,5724,16456
40,0.000330,0.001739,0.000000,2060,5851,16761
41,0.000322,0.001695,0.000000,2108,5993,17081
42,0.000314,0.001652,0.000000,2155,6121,17427
43,0.000307,0.001612,0.000000,2219,6263,17735
44,0.000299,0.001574,0.000000,2298,6408,18026
45,0.000293,0.001538,0.000000,2365,6532,18372
46,0.000286,0.001503,0.000000,2426,6660,18725
47,0.000280,0.001470,0.000000,2472,6809,19055
48,0.000274,0.001438,0.000000,2536,6930,19406
49,0.000268,0.001407,0.000000,2583,7071,19733
50,0.000263,0.001378,0.000000,2647,7213,20036
51,0.000258,0.001350,0.000000,2703,7340,20330
52,0.000253,0.001323,0.000000,2758,7465,20639
53,0.000248,0.001297,0.000000,2821,7591,20942
54,0.000243,0.001272,0.000000,2884,7717,21299
55,0.000239,0.001248,0.000000,2947,7843,21631
56,0.000235,0.001225,0.000000,3015,7969,21912
57,0.000230,0.001203,0.000000,3058,8096,22183
58,0.000226,0.001181,0.000000,3121,8221,22458
59,0.000222,0.001161,0.000000,3186,8364,22754
60,0.000219,0.001141,0.000000,3234,8523,23036
61,0.000215,0.001121,0.000000,3297,8713,23409
62,0.000212,0.001103,0.000000,3345,8888,23780
63,0.000208,0.001085,0.000000,3403,9047,24066
64,0.000205,0.001067,0.000000,3441,9222,24355
65,0.000202,0.001050,0.000000,3505,9365,24646
66,0.000199,0.001034,0.000000,3552,9511,24938
67,0.000196,0.001018,0.000000,3603,9651,25228
68,0.000193,0.001002,0.000000,3648,9793,25504
69,0.000190,0.000987,0.000000,3703,9920,25765
70,0.000187,0.000973,0.000000,3791,10171,26033
71,0.000184,0.000959,0.000000,3861,10328,26344
72,0.000182,0.000945,0.000000,3933,10471,26676
73,0.000179,0.000932,0.000000,3981,10596,26973
74,0.000177,0.000919,0.000000,4047,10739,27283
75,0.000175,0.000906,0.000000,4108,10864,27596
76,0.000172,0.000894,0.000000,4156,11023,27884
77,0.000170,0.000882,0.000000,4219,11213,28150
78,0.000168,0.000870,0.000000,4267,11404,28502
79,0.000166,0.000859,0.000000,4330,11614,28841
80,0.000164,0.000848,0.000000,4378,11769,29156
81,0.000162,0.000837,0.000000,4426,11927,29480
82,0.000160,0.000827,0.000000,4489,12052,29852
83,0.000158,0.000816,0.000000,4538,12210,30202
84,0.000156,0.000806,0.000000,4585,12368,30503
85,0.000154,0.000797,0.000000,4633,12515,30783
86,0.000152,0.000787,0.000000,4681,12655,31065
87,0.000150,0.000778,0.000000,4744,12797,31348
88,0.000149,0.000769,0.000000,4793,12938,31661
89,0.000147,0.000760,0.000000,4839,13065,31929
90,0.000145,0.000751,0.000000,4887,13223,32197
91,0.000144,0.000743,0.000000,4950,13415,32487
92,0.000142,0.000734,0.000000,4998,13633,32773
93,0.000141,0.000726,0.000000,5046,13823,33067
94,0.000139,0.000718,0.000000,5095,14015,33387
95,0.000138,0.000711,0.000000,5141,14216,33711
96,0.000136,0.000703,0.000000,5205,14395,34020
97,0.000135,0.000696,0.000000,5252,14617,34296
98,0.000133,0.000688,0.000000,5285,14792,34581
99,0.000132,0.000681,0.000000,5348,14951,34880
100,0.000131,0.000674,0.000000,5379,15093,35225

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,0.088370,0.294514,0.036990,36,121,278
2,0.008305,0.054039,0.001959,81,255,594
3,0.004934,0.030333,0.001051,131,438,925
4,0.003547,0.021134,0.000641,176,601,1247
5,0.002775,0.016207,0.000407,224,755,1560
6,0.002280,0.013127,0.000262,264,936,1875
7,0.001935,0.011020,0.000168,311,1102,2237
8,0.001680,0.009489,0.000108,348,1242,2586
9,0.001485,0.008326,0.000069,397,1400,3001
10,0.001330,0.007415,0.000044,432,1536,3370
11,0.001204,0.006681,0.000027,477,1669,3714
12,0.001101,0.006078,0.000017,529,1793,4036
13,0.001013,0.005574,0.000011,560,1918,4352
14,0.000939,0.005146,0.000007,612,2038,4668
15,0.000874,0.004779,0.000004,648,2171,5003
16,0.000818,0.004460,0.000003,697,2288,5353
17,0.000769,0.004181,0.000002,731,2412,5672
18,0.000725,0.003934,0.000001,781,2531,5965
19,0.000686,0.003715,0.000001,828,2650,6279
20,0.000651,0.003518,0.000000,866,2804,6645
21,0.000620,0.003341,0.000000,914,2986,7020
22,0.000591,0.003181,0.000000,960,3169,7815
23,0.000565,0.003036,0.000000,998,3336,8228
24,0.000541,0.002903,0.000000,1043,3472,8569
25,0.000519,0.002781,0.000000,1081,3614,8870
26,0.000499,0.002669,0.000000,1132,3754,9196
27,0.000480,0.002566,0.000000,1182,3891,9497
28,0.000463,0.002470,0.000000,1243,4021,9798
29,0.000447,0.002381,0.000000,1309,4155,10072
30,0.000432,0.002298,0.000000,1376,4288,10353
31,0.000418,0.002221,0.000000,1448,4428,10642
32,0.000404,0.002149,0.000000,1509,4555,10954
33,0.000392,0.002081,0.000000,1577,4687,11235
34,0.000380,0.002018,0.000000,1643,4815,11535
35,0.000369,0.001958,0.000000,1711,4940,11814
36,0.000359,0.001901,0.000000,1776,5072,12080
37,0.000349,0.001848,0.000000,1890,5204,12332
38,0.000340,0.001798,0.000000,1962,5336,12636
39,0.000331,0.001750,0.000000,2046,5471,12979
40,0.000323,0.001705,0.000000,2103,5587,13289
41,0.000315,0.001662,0.000000,2162,5737,13565
42,0.000308,0.001621,0.000000,2210,5874,13852
43,0.000300,0.001582,0.000000,2275,6005,14143
44,0.000293,0.001545,0.000000,2327,6138,14401
45,0.000287,0.001509,0.000000,2381,6255,14689
46,0.000281,0.001476,0.000000,2427,6389,14981
47,0.000275,0.001443,0.000000,2477,6526,15315
48,0.000269,0.001412,0.000000,2534,6687,15693
49,0.000263,0.001383,0.000000,2582,6822,16075
50,0.000258,0.001354,0.000000,2632,6972,16424
51,0.000253,0.001327,0.000000,2690,7106,16754
52,0.000248,0.001301,0.000000,2731,7238,17038
53,0.000243,0.001275,0.000000,2790,7376,17363
54,0.000239,0.001251,0.000000,2832,7512,17765
55,0.000235,0.001228,0.000000,2895,7638,18208
56,0.000230,0.001205,0.000000,2962,7808,18588
57,0.000226,0.001183,0.000000,3027,8016,18950
58,0.000222,0.001163,0.000000,3077,8230,19265
59,0.000219,0.001142,0.000000,3133,8520,19648
60,0.000215,0.001123,0.000000,3177,8779,19980
61,0.000211,0.001104,0.000000,3233,8977,20264
62,0.000208,0.001086,0.000000,3293,9161,20531
63,0.000205,0.001068,0.000000,3342,9433,20815
64,0.000201,0.001051,0.000000,3381,9586,21081
65,0.000198,0.001034,0.000000,3430,9737,21348
66,0.000195,0.001018,0.000000,3476,9872,21615
67,0.000192,0.001003,0.000000,3520,10007,21898
68,0.000190,0.000988,0.000000,3565,10138,22173
69,0.000187,0.000973,0.000000,3610,10287,22431
70,0.000184,0.000959,0.000000,3648,10422,22747
71,0.000182,0.000945,0.000000,3698,10554,23132
72,0.000179,0.000932,0.000000,3740,10691,23434
73,0.000177,0.000919,0.000000,3781,10822,23722
74,0.000174,0.000906,0.000000,3826,10955,23998
75,0.000172,0.000894,0.000000,3868,11123,24271
76,0.000170,0.000882,0.000000,3909,11294,24612
77,0.000167,0.000870,0.000000,3947,11438,24908
78,0.000165,0.000858,0.000000,3995,11583,25191
79,0.000163,0.000847,0.000000,4034,11760,25467
80,0.000161,0.000837,0.000000,4075,11929,25757
81,0.000159,0.000826,0.000000,4115,12076,26075
82,0.000157,0.000816,0.000000,4157,12209,26406
83,0.000155,0.000806,0.000000,4219,12338,26713
84,0.000153,0.000796,0.000000,4395,12480,27007
85,0.000152,0.000786,0.000000,4463,12645,27291
86,0.000150,0.000777,0.000000,4519,12822,27604
87,0.000148,0.000768,0.000000,4576,12982,28274
88,0.000146,0.000759,0.000000,4615,13122,28612
89,0.000145,0.000750,0.000000,4665,13277,28940
90,0.000143,0.000742,0.000000,4714,13444,29257
91,0.000142,0.000734,0.000000,4761,13624,29564
92,0.000140,0.000725,0.000000,4799,13801,29881
93,0.000139,0.000717,0.000000,4848,13969,30192
94,0.000137,0.000710,0.000000,4895,14118,30502
95,0.000136,0.000702,0.000000,4932,14274,30834
96,0.000134,0.000695,0.000000,4979,14435,31171
97,0.000133,0.000687,0.000000,5014,14589,31607
98,0.000132,0.000680,0.000000,5059,14751,32041
99,0.000130,0.000673,0.000000,5097,14919,32427
100,0.000129,0.000666,0.000000,5132,15068,32922

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,0.127643,0.479941,0.044853,53,126,286
2,0.008282,0.058584,0.001861,125,268,571
3,0.004897,0.031810,0.001000,190,410,837
4,0.003514,0.021889,0.000611,250,585,1120
5,0.002748,0.016680,0.000388,305,744,1389
6,0.002258,0.013459,0.000249,356,885,1672
7,0.001916,0.011270,0.000160,416,1026,2004
8,0.001665,0.009686,0.000103,502,1185,2352
9,0.001472,0.008488,0.000065,552,1361,2682
10,0.001319,0.007550,0.000041,618,1583,2968
11,0.001195,0.006797,0.000026,688,1836,3267
12,0.001093,0.006179,0.000016,765,2077,3565
13,0.001006,0.005662,0.000010,832,2266,3880
14,0.000933,0.005225,0.000006,902,2455,4180
15,0.000869,0.004850,0.000004,962,2644,4479
16,0.000814,0.004524,0.000002,1016,2834,4779
17,0.000765,0.004239,0.000001,1082,3007,5096
18,0.000722,0.003988,0.000001,1166,3214,5397
19,0.000683,0.003764,0.000001,1269,3405,5697
20,0.000648,0.003564,0.000000,1332,3611,5999
21,0.000617,0.003384,0.000000,1415,3817,6301
22,0.000589,0.003221,0.000000,1482,4008,6599
23,0.000563,0.003073,0.000000,1550,4182,6915
24,0.000539,0.002938,0.000000,1618,4389,7279
25,0.000517,0.002815,0.000000,1733,4548,7579
26,0.000497,0.002701,0.000000,1797,4705,7877
27,0.000479,0.002596,0.000000,1851,4862,8176
28,0.000461,0.002498,0.000000,1919,5020,8460
29,0.000445,0.002408,0.000000,1984,5180,8805
30,0.000430,0.002324,0.000000,2032,5320,9104
31,0.000416,0.002246,0.000000,2107,5462,9404
32,0.000403,0.002172,0.000000,2167,5620,9702
33,0.000391,0.002104,0.000000,2218,5777,10003
34,0.000379,0.002039,0.000000,2284,5920,10320
35,0.000368,0.001978,0.000000,2334,6047,10635
36,0.000358,0.001921,0.000000,2409,6190,10933
37,0.000348,0.001867,0.000000,2514,6316,11247
38,0.000339,0.001816,0.000000,2632,6474,11579
39,0.000331,0.001768,0.000000,2832,6617,11959
40,0.000322,0.001722,0.000000,2882,6743,12323
41,0.000314,0.001678,0.000000,2968,6885,12655
42,0.000307,0.001637,0.000000,3050,7028,12964
43,0.000300,0.001597,0.000000,3137,7169,13269
44,0.000293,0.001560,0.000000,3215,7296,13553
45,0.000286,0.001524,0.000000,3307,7438,13883
46,0.000280,0.001490,0.000000,3389,7580,14217
47,0.000274,0.001457,0.000000,3484,7708,14534
48,0.000268,0.001426,0.000000,3594,7944,14802
49,0.000263,0.001396,0.000000,3688,8151,15118
50,0.000258,0.001367,0.000000,3752,8389,15418
51,0.000253,0.001339,0.000000,3815,8594,15733
52,0.000248,0.001313,0.000000,3895,8753,16015
53,0.000243,0.001287,0.000000,3958,8912,16329
54,0.000239,0.001262,0.000000,4021,9053,16662
55,0.000234,0.001239,0.000000,4108,9211,17012
56,0.000230,0.001216,0.000000,4180,9338,17370
57,0.000226,0.001194,0.000000,4243,9496,17677
58,0.000222,0.001173,0.000000,4308,9687,18007
59,0.000218,0.001152,0.000000,4370,9845,18322
60,0.000215,0.001133,0.000000,4420,9988,18621
61,0.000211,0.001114,0.000000,4482,10146,18937
62,0.000208,0.001095,0.000000,4561,10288,19301
63,0.000204,0.001077,0.000000,4609,10430,19616
64,0.000201,0.001060,0.000000,4672,10571,19914
65,0.000198,0.001043,0.000000,4720,10714,20275
66,0.000195,0.001027,0.000000,4778,10855,20607
67,0.000192,0.001011,0.000000,4815,11013,21022
68,0.000189,0.000996,0.000000,4863,11188,21448
69,0.000187,0.000981,0.000000,4911,11376,21798
70,0.000184,0.000967,0.000000,4959,11614,22195
71,0.000181,0.000953,0.000000,5009,11821,22529
72,0.000179,0.000939,0.000000,5054,12012,22844
73,0.000176,0.000926,0.000000,5102,12187,23159
74,0.000174,0.000913,0.000000,5149,12360,23631
75,0.000172,0.000901,0.000000,5196,12535,24453
76,0.000170,0.000889,0.000000,5244,12709,24896
77,0.000167,0.000877,0.000000,5291,12868,25388
78,0.000165,0.000865,0.000000,5339,13011,26084
79,0.000163,0.000854,0.000000,5386,13170,26605
80,0.000161,0.000843,0.000000,5434,13359,27495
81,0.000159,0.000833,0.000000,5482,13533,28200
82,0.000157,0.000822,0.000000,5529,13692,28562
83,0.000155,0.000812,0.000000,5578,13851,29635
84,0.000153,0.000802,0.000000,5625,14010,30385
85,0.000152,0.000793,0.000000,5672,14151,31331
86,0.000150,0.000783,0.000000,5710,14295,32502
87,0.000148,0.000774,0.000000,5752,14451,33658
88,0.000146,0.000765,0.000000,5798,14593,34258
89,0.000145,0.000756,0.000000,5831,14751,34750
90,0.000143,0.000748,0.000000,5878,14895,35456
91,0.000142,0.000739,0.000000,5925,15051,35829
92,0.000140,0.000731,0.000000,5972,15194,36581
